time,sx_x,sx_y,sx_z,mat_x,mat_y,mat_z,vicon_x,vicon_y,vicon_z
8.000000000000007105e-01,4.200535643249465045e-01,-4.246365015914888540e-03,1.226965477500703838e-01,4.598594101254431243e-01,-1.431683245312824959e-03,-2.144187628294273729e-02,4.827370472181711225e-01,2.843851853706445831e-02,-1.496407276251400520e-01
8.100000000000004974e-01,4.140951054638243312e-01,-4.594027025755800797e-03,1.329309825038281490e-01,4.593363535589841673e-01,-1.608716280664181401e-03,-7.396322743588415981e-03,4.844766713815582548e-01,2.625218122730918480e-02,-1.357639715730782903e-01
8.200000000000002842e-01,4.083517208077876437e-01,-4.918530171395318895e-03,1.419030164177313147e-01,4.582226295584058695e-01,-1.805294008387884610e-03,6.040710441136329205e-03,4.860342024321742116e-01,2.405379380834106462e-02,-1.187638096743695304e-01
8.300000000000000711e-01,4.029217135893024548e-01,-5.218234277821157986e-03,1.496797160662267645e-01,4.565959409063297669e-01,-2.017392469419012572e-03,1.881500533418562632e-02,4.869254951011360300e-01,2.161934798020342940e-02,-9.858529921296579901e-02
8.399999999999998579e-01,3.978823694646421161e-01,-5.492130982238347531e-03,1.563349523016410447e-01,4.545354225468346554e-01,-2.241324429513646271e-03,3.088554103746349311e-02,4.868137182836970167e-01,1.913148881937709600e-02,-8.178165961057351496e-02
8.500000000000014211e-01,3.932909813537942556e-01,-5.739733292781798273e-03,1.619463017487987322e-01,4.521195770959485771e-01,-2.473370642690618081e-03,4.222289764091658598e-02,4.862948967537668032e-01,1.684153539310453973e-02,-7.004619126058148071e-02
8.600000000000012079e-01,3.891863617119844521e-01,-5.960973958310047255e-03,1.665925386790209073e-01,4.494246177520402896e-01,-2.710437011008723016e-03,5.280945809293285942e-02,4.852500072507895945e-01,1.402612856526518070e-02,-5.513088948698929848e-02
8.700000000000009948e-01,3.855906840530329283e-01,-6.156115686842867502e-03,1.703517039952975876e-01,4.465228849443573234e-01,-2.949195553536712935e-03,6.263765459884065856e-02,4.837901062856438950e-01,1.206673215305770208e-02,-4.128872880128342526e-02
8.800000000000007816e-01,3.825115164011768099e-01,-6.325675140210234269e-03,1.732997058616539132e-01,4.434818436290913213e-01,-3.187040880382780491e-03,7.170919796268118707e-02,4.817723632656268906e-01,1.025147712266460953e-02,-2.742176412278318764e-02
8.900000000000005684e-01,3.799439328810490513e-01,-6.470360803598972609e-03,1.755093850908066855e-01,4.403630217032526439e-01,-3.421472016539230110e-03,8.003416855759874771e-02,4.784408844480834144e-01,7.706068411103828009e-03,-9.568978658333338050e-03
9.000000000000003553e-01,3.778726133932703846e-01,-6.591024280436469200e-03,1.770499666205033185e-01,4.372214584056361431e-01,-3.650205135791399075e-03,8.762951429331299058e-02,4.739912701117650062e-01,4.912445108328583609e-03,9.066817133628002345e-03
9.100000000000001421e-01,3.762738634272851379e-01,-6.688623358793982683e-03,1.779868149130103272e-01,4.341055979213027105e-01,-3.871625996034252105e-03,9.451743172722364139e-02,4.685935957528256646e-01,2.620751542020849367e-03,2.671826161773427355e-02
9.199999999999999289e-01,3.751175055131762415e-01,-6.764195333760469539e-03,1.783814139427509771e-01,4.310564198407386693e-01,-4.083898246408050083e-03,1.007262407373865909e-01,4.629316918555220761e-01,5.429746760093889790e-04,4.233724814013745119e-02
9.300000000000014921e-01,3.743686100852522403e-01,-6.818838218788070803e-03,1.782914999317156413e-01,4.281089413442122349e-01,-4.286010535057763540e-03,1.062852621171524181e-01,4.575213220245323287e-01,-1.406331958236181623e-03,5.617551979702412046e-02
9.400000000000012790e-01,3.739890466498339006e-01,-6.853698188383398372e-03,1.777712852656123388e-01,4.252904568100320248e-01,-4.476744528513381012e-03,1.112296504933293628e-01,4.512004548657070346e-01,-3.573370873244885448e-03,6.961166593766637822e-02
9.500000000000010658e-01,3.739388463219197045e-01,-6.869961000535385054e-03,1.768717237973008449e-01,4.226229074120531615e-01,-4.655358869049661293e-03,1.155938729903862178e-01,4.476015255034987428e-01,-4.451156015653268128e-03,7.680466580876627036e-02
9.600000000000008527e-01,3.741773745018097119e-01,-6.868846171134269582e-03,1.756407796402185695e-01,4.201220700292615517e-01,-4.821278392903805866e-03,1.194145953178965130e-01,4.441676616391355692e-01,-5.287400874300976494e-03,8.357824672030400581e-02
9.700000000000006395e-01,3.746643181142966239e-01,-6.851602217132390232e-03,1.741236728912782250e-01,4.177981598843396593e-01,-4.974042953484495051e-03,1.227297080268230645e-01,4.390560819268964909e-01,-6.637904877823022631e-03,9.244706442076633390e-02
9.800000000000004263e-01,3.753604959316427236e-01,-6.819502327586255720e-03,1.723630857115245052e-01,4.156577605523555929e-01,-5.113449460286731418e-03,1.255747020221279486e-01,4.310738824831369387e-01,-8.586120255055521011e-03,1.052775852617358621e-01
9.900000000000002132e-01,3.762285033771173293e-01,-6.773839410450898345e-03,1.703993206687884898e-01,4.137016512161232340e-01,-5.239370198661962887e-03,1.279885577240645333e-01,4.239858486709474628e-01,-9.708220527440150627e-03,1.156313554136818578e-01
1.000000000000000000e+00,3.773693455577573630e-01,-6.724921531767045352e-03,1.682312835974996146e-01,4.119723886311272287e-01,-5.354972891926039480e-03,1.299798229948411765e-01,4.131683806187199659e-01,-1.128068782139593496e-02,1.300615160597408670e-01
1.009999999999999787e+00,3.796909377128362406e-01,-6.730527628528478433e-03,1.655619362062121513e-01,4.107762261299998108e-01,-5.480125327024039546e-03,1.313870447152464260e-01,4.067082319303743088e-01,-1.224324087355746493e-02,1.388565519072454957e-01
1.020000000000001350e+00,3.836585895897990373e-01,-6.813018880888372340e-03,1.619499313756382064e-01,4.103117099389438915e-01,-5.624035134282977418e-03,1.320378984266444289e-01,4.025634323236224610e-01,-1.302621251618293896e-02,1.432597487079370069e-01
1.030000000000001137e+00,3.891436991120340028e-01,-6.942720793341444069e-03,1.570306969980377332e-01,4.106073915773649219e-01,-5.778569520249160485e-03,1.318251144364996075e-01,3.976940713304522035e-01,-1.326073262766547245e-02,1.490767575751011376e-01
1.040000000000000924e+00,3.959133992328728868e-01,-7.078851538483749498e-03,1.505129053552158591e-01,4.116592333505134094e-01,-5.931770700052518830e-03,1.306627384294171690e-01,3.943796074448954192e-01,-1.397783661336936267e-02,1.527829251190284121e-01
1.050000000000000711e+00,4.036790583514474617e-01,-7.183535816102387499e-03,1.421767406755181928e-01,4.134396930967131900e-01,-6.072060210005615112e-03,1.284795652421507339e-01,3.926401485702613048e-01,-1.531543906814390732e-02,1.542394881227881487e-01
1.060000000000000497e+00,4.121096830823338109e-01,-7.225738372618903393e-03,1.318747429216441114e-01,4.158975999587413708e-01,-6.189269251735790046e-03,1.252202749433325435e-01,3.925126754569773224e-01,-1.575363475551369574e-02,1.542008288590171472e-01
1.070000000000000284e+00,4.208456460307924418e-01,-7.182280756188971771e-03,1.195330394959849413e-01,4.189601239397747201e-01,-6.274731728781539862e-03,1.208435813120864732e-01,3.935532813266221508e-01,-1.582851087689920999e-02,1.526502648431917741e-01
1.080000000000000071e+00,4.295139421368598942e-01,-7.037927749602329239e-03,1.051516933359672584e-01,4.225354632158035417e-01,-6.321088949795124375e-03,1.153206718710763634e-01,3.957475383827028237e-01,-1.599111852245280185e-02,1.506103633439145328e-01
1.089999999999999858e+00,4.377443197202425251e-01,-6.785054334665674945e-03,8.880315590829446215e-02,4.265164345764519971e-01,-6.321984524405656163e-03,1.086322065788031394e-01,3.991910818846651221e-01,-1.717395007378427763e-02,1.473647654965032361e-01
