time,sx_x,sx_y,sx_z,mat_x,mat_y,mat_z,vicon_x,vicon_y,vicon_z
6.699999999999999289e-01,3.486451302860271162e-01,-5.898517265841603241e-02,-2.284231313723276702e-01,3.486445822961399821e-01,-5.898978958893290325e-02,-2.284217988221685924e-01,3.524514605094227759e-01,-6.039549990655227601e-02,-2.148577346578861846e-01
6.799999999999997158e-01,3.481552389138272696e-01,-5.914645504267911774e-02,-2.292633543533044160e-01,3.481524745487022399e-01,-5.915157909770765721e-02,-2.292639532906367572e-01,3.368443841964680052e-01,-6.013739559638347359e-02,-2.287457671745537213e-01
6.899999999999995026e-01,3.486395738780302400e-01,-5.907020998144425078e-02,-2.292808913892573353e-01,3.486348566830978490e-01,-5.907577165307922179e-02,-2.292832096930144115e-01,3.328415591323464762e-01,-5.983575591223721374e-02,-2.324481008291916784e-01
7.000000000000010658e-01,3.500291950291904430e-01,-5.876934951313857874e-02,-2.285192337230009252e-01,3.500232875998727233e-01,-5.877516306856885031e-02,-2.285226298639513043e-01,3.309934036773781729e-01,-5.955630298607030720e-02,-2.344387790740573574e-01
7.100000000000008527e-01,3.522151545300930553e-01,-5.826329134845906893e-02,-2.270443628569294436e-01,3.522081874955010350e-01,-5.826935082052294573e-02,-2.270488570103825765e-01,3.304223258578424804e-01,-5.938879867752523689e-02,-2.353014919127470461e-01
7.200000000000006395e-01,3.550736765514067583e-01,-5.757314015844477301e-02,-2.249279431776324556e-01,3.550663438006783634e-01,-5.757926137013011370e-02,-2.249329158743592905e-01,3.299737830605814493e-01,-5.974113214707661018e-02,-2.358622743031989211e-01
7.300000000000004263e-01,3.584807308173101337e-01,-5.671946857232088024e-02,-2.222397107303644981e-01,3.584732860902160034e-01,-5.672559909368100894e-02,-2.222449788872964405e-01,3.293853248082101448e-01,-5.953431687228365188e-02,-2.367615556071098748e-01
7.400000000000002132e-01,3.623199027246645221e-01,-5.572141514803383155e-02,-2.190444644773556770e-01,3.623145177827083452e-01,-5.572698463807617547e-02,-2.190480532380609247e-01,3.268690949531690704e-01,-5.787788046785558027e-02,-2.451564002862645641e-01
7.500000000000000000e-01,3.664861576851645153e-01,-5.459641704637536314e-02,-2.154012377879990225e-01,3.664831862292518561e-01,-5.460128983341062947e-02,-2.154026488323483590e-01,3.283230139173377582e-01,-5.674960543216544390e-02,-2.472820445585143523e-01
7.599999999999997868e-01,3.708871793367073955e-01,-5.336022696018524053e-02,-2.113634205137890076e-01,3.708859652128506101e-01,-5.336454448335339884e-02,-2.113631175896917569e-01,3.294602568056215208e-01,-5.639215885506543291e-02,-2.479704912932698124e-01
7.699999999999995737e-01,3.754433375711779264e-01,-5.202704128553527207e-02,-2.069792341705438687e-01,3.754448250516745356e-01,-5.203046790135024829e-02,-2.069760473879966867e-01,3.300735369434245614e-01,-5.612260678665166591e-02,-2.481956224434473668e-01
7.800000000000011369e-01,3.800869327910723072e-01,-5.060965841259146281e-02,-2.022922872140653638e-01,3.800888875605657469e-01,-5.061283647877627689e-02,-2.022884645930159153e-01,3.306974791827358429e-01,-5.585653368775263250e-02,-2.484057743257327422e-01
7.900000000000009237e-01,3.847611016098446135e-01,-4.911963253423531212e-02,-1.973420979991376556e-01,3.847622108737436264e-01,-4.912298806946120699e-02,-1.973391657691616619e-01,3.314084501932554883e-01,-5.579099350972661908e-02,-2.484549359887720521e-01
8.000000000000007105e-01,3.894186066135553181e-01,-4.756741043255680729e-02,-1.921645489823852748e-01,3.894185920119215827e-01,-4.757106480072528787e-02,-1.921629676970840195e-01,3.498642602386249356e-01,-5.214188964646419844e-02,-2.474487593040033406e-01
8.100000000000004974e-01,3.940206337008662629e-01,-4.596244887719093397e-02,-1.867922689746159270e-01,3.940207377843745196e-01,-4.596597786414736292e-02,-1.867905654256806769e-01,3.544337668686290410e-01,-5.129764348277107699e-02,-2.463105258395544561e-01
8.200000000000002842e-01,3.985356613018481431e-01,-4.431331447312208266e-02,-1.812549527930775450e-01,3.985350060890041068e-01,-4.431705689338970300e-02,-1.812543209345024720e-01,3.641432167388570784e-01,-4.922868862916447708e-02,-2.427854060795183178e-01
8.300000000000000711e-01,4.029384311259353035e-01,-4.262776883643026177e-02,-1.755796307888578822e-01,4.029368850352796905e-01,-4.263180856785166173e-02,-1.755803686380824347e-01,3.660228023189380231e-01,-4.894359134676357082e-02,-2.418234140829261802e-01
8.399999999999998579e-01,4.072090303332860373e-01,-4.091284210630486556e-02,-1.697908998075333131e-01,4.072071851474178827e-01,-4.091697121444518026e-02,-1.697922449814612822e-01,3.677689531469346962e-01,-4.867868306771693659e-02,-2.410592557680182602e-01
